,Category,Tweet
667,damaged_infrastructure,There's still a lot of damage visible after the devastating 2015 earthquake. I can only imagine how it once looked like... Must've been beautiful. #kathmandu #nepal #earthquake #earthquakenepal #durbar #temple #square #canon80d #filter #tripeve #instatravel
668,damaged_infrastructure,"""Harvey fog and destruction"". By Antonio Guillen. So far at least 40 people lost their lives to hurricane Harvey in Texas. Photo by Antonio Guillen. #boxingtraining #harvey #hurricaneharvey2017 #disasters #globalwarming #texas #houston #antonio #photojournalist #periodista #fotoperiodista #newsanchor #newsreporter  #neverquit #neverbowdown #timeisonlyanillusion"
669,damaged_infrastructure,40-50's #pearlidaho #wreckedcar #abstract #rusty #idahome #helios
670,damaged_infrastructure,"""Building Collapse on Elm Street – 1955."" Scene of a building collapse in the middle of the 1400 block of Elm Street, next door to the Fox Burlesk house. Four people were killed. Read more about this emergency at FlashbackDallas.com."
671,damaged_infrastructure,Whole lot of pumping this week. #sandy #sandydamage #endofdays #longbeach #longisland #waterdamage #hurricane
672,damaged_infrastructure,"🚨‏نکات ایمنی⁧ #زلزله
باتوجه به وقوع زلزله احتمال جدا شدن و  نشتی در لوله های بخاری وجود دارد، لذا قبل از خوابیدن حتما لوله های بخاری را چک کنید
‏⁧.
.
.
🔻بعد از ایلام،کرمانشاه دوباره لرزید
🔹 بزرگی:  ۴.۱ ریشتری و  محل وقوع: مرز عراق و كرمانشاه - حوالی ازگله (كرمانشاه)
.
.
. 🔻برق ۳ استان وصل شد/ شمال کرمانشاه همچنان در خاموشی
.
معاون هماهنگی توزیع شرکت توانیر:
🔹برق سه استان کردستان، ایلام و آذربایجان غربی وصل شده اما همچنان در شمال کرمانشاه با مشکل تامین برق مواجه هستیم.
.
. 🔻ایرانسل یک ساعت مکالمه رایگان در ایلام و کرمانشاه در نظر گرفت
.
.
#زلزله
.
.
♦رشد هشتگ های مرتبط با زلزله  در توئیتر
🔹در پی زلزله فراگیر امشب کاربران توئتیر نیز با دو هشتگ  #earthquake  و #زلزله توئیت می زنند. 🔹هشتگ #earthquake در توئیتر اکنون به رتبه چهارم رسیده و #زلزله نیز در رتبه ششم است.
.
.
.
♦️رئیس سازمان هلال احمر: «پیش‌بینی می‌شود تلفات زیاد نباشد»
🔹سگهای جست‌وجو و نجات به شهرهای حادثه دیده اعزام شده‌اند. 🔹امکانات اسکان اضطراری فراهم شده است.
🔹امیدواریم تا قبل از طلوع آفتاب کار امداد و نجات را به پایان ببریم. 🔹درصورت نیاز نیرو از شهرهای مجاور اعزام خواهد شد.
🔹پیش‌بینی می‌شود تلفات زیاد نباشد. 🔹بالگردها فردا با روشن‌شدن هوا به پرواز درمی‌آیند تا میزان خسارت را ارزیابی کنند.
مردم در محل‌های امن اسکان داشته باشند و شماره‌های امدادی را اشغال نکنند
.
.
.
.
.
️نوری زلزله شناس در گفت و گو با ""شهروند"": بزرگی زلزله امشب، ۳۰ برابر زلزله بم بود. 🔹این زمین لرزه پرقدرت برآمده از گسلی وابسته به مجموعه تحرکات زاگرس است و در ۴۰ سال اخیر شبیه آن رخ نداده است.
.
.
.
🚨 مقامات منطقه کردستان عراق، کشته شدن 4 نفر و زخمی شدن بیش از 100 نفر در این زمین‌لرزه را در استان سلیمانیه عراق تأیید کردند.
.
.
آخرین جزئیات زلزله کرمانشاه از زبان استاندار؛۶ کشته و ۵۰ مصدوم تاکنون
.
استاندار کرمانشاه:
🔹تاکنون در ‌قصر‌شیرین دو نفر و در ازگله چهار نفر کشته شده‌اند
.
🔹در کل استان کرمانشاه بر‌ اثر زلزله حدود 50 نفر مصدوم و زخمی شده‌اند
.
🔹امیدواریم تا یک ساعت دیگر بتوانیم برق شهرهای ازگله‌، سرپل ذهاب و ‌ثلاث باباجانی را ‌وصل کنیم‌.
00:20
.
.
.
ادامه در پست بعد"
673,damaged_infrastructure,"The April 2015 Nepal earthquake killed nearly 9,000 people and injured nearly 22,000. Here is a positive sign that local people are rebuilding their house, try to be normal life! #dolakha #earthquakenepal"
674,damaged_infrastructure,#villagehouse #maize #earthquakenepal #Nagarkot #tamanghome  #earthquakedamagedhouse #nepalnow
675,damaged_infrastructure,"Hope everyone enjoyed the holiday weekend! We are back and ready for the week with this 2004 Lamborghini Gallardo!! Press play for our hot new inventory and 🎶 by @glizzy_williams. It's finally getting warm here in Cali, and we want to make sure your cars are road ready for the summer!! Are you ready???? #vroomvroom #lamborghini #burned #burnedlamborghini #fire #hot #🔥 #wreckedcar #wreckedexotics #lamborghinigallardo #lambo"
676,damaged_infrastructure,"Honey did you check the car's engine recently ? 🚗

@trphotographe 📸"
677,damaged_infrastructure,#chevy #chevrolet #cruze #chevycruze  #wrecked #wreckedit #wreckedcar #wreckedauto #crash #carcrash #crashed #crashes #accident #accidental #oops #ohfudge #crashedit #impact #crushed #smashed #totaled #totaledit #totalloss
678,damaged_infrastructure,"117 year old Building collapsed in South Mumbai's Pakmodia street.
33 Dead, over 40 rescued. 
What it leaves behind are some painful images and an empty space to think.
Express photos by Nirmal Harindran, #Mumbai 
#indianexpress #indianintelligent #loksattalive #indianexpressphotography #buildingcollapse #bhendibazar #pakmodiastreet #bombay #disaster #reportagespotlight #pain #fear"
679,damaged_infrastructure,"MISSION OPPORTUNITY! More than a year after Hurricane Matthew, HBM is still working hard to restore Haitian communities. This is the final church that needs to be rebuilt and we are bringing a group to Kolimo from Dec 8-14 to finish up this project. We need EIGHT people to join us - contact us today! #haitibiblemission  #hurricanematthew #haiti #construction"
680,damaged_infrastructure,"Reminder of old times that I found while hiking Providence Canyon last month. - Lumpkin (Georgia), USA
#travelbloggers #travellovers #wanderlust #memoriesabroad #travelmore #lumpkin #georgia #usa #providencecanyon #littlecanyon #wreckedcar #oldtimes #reminders #hikingadventures #hikingthecanyon #lovelumpkin #lovegeorgia #georgiaimonmyway #neverstopexploring #takemethere #globetrotters #passportready #letsgoeverywhere #traveling #travelgram #traveltheworld #traveltheworld #aroundtheworld"
681,damaged_infrastructure,"#Iran
#earthquake 
#کرمانشاه 
#زلزله 
زلزله، خواهشاً به سرزمین من نیا
اینجا را ۳۷ سال است آوار گرفته است.
تسلیت مردم کشورم 
تسلیت کردهای غیور"
682,damaged_infrastructure,"This is for my people 🙏🏼
You are on my mind ♥️ #Repost @everydayiran (@get_repost)
・・・
A powerful magnitude-7.3 #earthquake has rocked the northern border region between #Iran and #Iraq, killing more than 348 people in Iran and seven in Iraq and injuring thousands more. Local officials said the tolls would rise as search and rescue teams reached remote areas. More than 70,000 people were in need of emergency shelter, the Iranian Red Crescent said. The hardest hit province was #Kermanshah, where three days of mourning have been announced. More than 236 people died in the town of Sarpol-e Zahab, about 10 miles from the Iraq border. Photo by @navid_mohammadi_tarazak 
#everydayKermanshah #everydayIran #everydayMiddleeast #everydayAsia #everydayEverywhere
زلزله‌ای به قدرت ۷.۳ ریشتر نواحی مرزی #ایران و #عراق را به لرزه انداخت. طی این حادثه بیش از ۳۴۸ نفر در ایران و ۷ نفر در عراق کشته و هزاران نفر زخمی شدند. مسئولین محلی می‌گویند با ادامه‌ی جست‌و‌جوها و اعزام تیم‌های نجات به مناطق دور افتاده احتمال بالا رفتن این آمار وجود دارد. به نقل از سازمان هلال‌احمر ایران بیش از ۷۰ هزار نفر نیازمند اسکان‌دهیِ اضطراری هستند. #کرمانشاه میان استان‌هایی که زلزله را حس کردند، بیشترین آسیب را دیده و در آن سه روز عزای عمومی اعلام شده است. بیش از ۲۳۶ تن از کشته‌شده‌ها از ساکنین شهر سرپل‌ذهاب بوده‌اند که در ده مایلیِ مرز عراق واقع است. عکاس: نوید محمدی"
683,damaged_infrastructure,"Emergency personnel on scene after the Copper Lounge building collapse Friday, Dec. 2, 2016, in downtown Sioux Falls, S.D. One person was killed and another injured in the collapse. More coverage at ArgusLeader.com. (Joe Ahlquist / @ArgusLeader) #CopperLoungeCollapse #Collapse #BuildingCollapse #DowntownSiouxFallsBuildingCollapse #DTSFBuildingCollapse #CopperLounge #OnAssignment #News #Photojournalism #ArgusLeaderMedia #NotiPhone #Latergram #SiouxFalls #SouthDakota"
684,damaged_infrastructure,"#بدون_شرح

#زلزله #زمین_لرزه #کرمانشاه #زلزله_زدگان #گسل #زاگرس #خطر #earthquake #danger #kermanshah #help #بروجرد #پوریا_بروجرد #پوریا_مهدوی_مقدم"
685,damaged_infrastructure,"@Regrann from @yemmeybaba -  Exactly a year today [June 3rd 2015 - Chuks, Olu, Zion & GrandPa were driving through that route until we suddenly had a rethink to pass through 37 instead of Circle, hmmm]....Have we learnt our lessons as a nation? 
RIP to the gone souls. #AccraFloods #June3rd #MemorialDay #Regrann"
686,damaged_infrastructure,#stalker #book #read #psycho #abandant #destroyedbuilding #slovakia #sovietarchitecture #soviet
687,damaged_infrastructure,"Photo by: Pouria Pakizeh / ISNA

Over 400 people have died and thousands injured in the deadliest earthquake of 2017, which struck the border region between Iraq and Iran yesterday. We want to respond and help the victims ASAP.

Donate to support relief efforts today:
http://bit.ly/2idNHQP

#earthquake #earthquakerelief #disasterrelief #iraniraqearthquake #kermanshah"
688,damaged_infrastructure,"Walking to Natural Bridge, this tree wasn't here last time we were here last time! It is over 15m long, just how much water was flowing down this quiet little stream when it can perch a tree this size on top of a boulder 😨

#springbrooknationalpark #tree #stream #naturalbridge #floodwater #australia #rainforest #travelqld #qldparks #discoverqld #queensland #iseequeensland #amazing #goldcoasthinterland"
689,damaged_infrastructure,#hyundai #hyundaisonata #wrecked #wreckedit #wreckedcar #wreckedauto #crash #carcrash #crashed #crashes #accident #accidental #oops #ohfudge #crashedit #impact #crushed #smashed #totaled #totaledit #totalloss
690,damaged_infrastructure,"Exploring the ruins of ward 21 .
.
.
#4wd #explore4x4 #4wdaction #seeaustralia #ward21 #jimny #rhinorack #toughdog #gme #toyota #arb #4wdsupacentre #travel #travelgram #adventure #ruins #wreckedcar #wrecked #ghosttown"
691,damaged_infrastructure,"The first full day of a fresh round of Syria peace talks began in #Geneva Friday as a #suicidebombing killed 42, underlining the fragile state of a ceasefire on the ground. #SyrianCivilWar #SyriaPeaceTalks"
692,damaged_infrastructure,"Streets littered with peoples' belongings, now refuse, in Union Beach after Hurricane Sandy"
693,damaged_infrastructure,#building #lyon #igerslyon #destroyed #destroyedbuilding #urban
694,damaged_infrastructure,#Nepal #bhaktapur #earthquake #people #travelphotography #travel #streetphotography #traveltheworld  #world #natgeotravel #nationalgeographic #earthquakenepal #nikon #nikonphotography #photooftheday #picoftheday #thephotosocity #phototrip #phototravel #travel #hope #trip #thephotosociety #travelgram #vacation #instatravel #traveling #tourist #help  #nepal8thwonder #instanepal
695,damaged_infrastructure,#decay #rust this #snapchatfilter makes a pretty standard image #haunting #snapchat #burnedout #wreckage #wreckedcar
696,damaged_infrastructure,"I was still sleepy eyed when I saw this on the news this morning and realized it was in my neighborhood and got up to shoot some photos. I couldn't figure out what happened as the building itself looked pretty much the same. When the sun finally came out, I realized that sheets of the granite-looking facade of the Verizon building tore off and fell to the streets below due to last night's blustery rainstorm. Thankfully, it happened around 1AM on a street that is usually deserted at that time and no one was hurt. #verizonbuildingcollapse #verizonbuilding #partialbuildingcollapse #buildingcollapse #verizon #stormdamage #elmhurst #queens #nyc #newyorkcity"
697,damaged_infrastructure,"ファストファッションの闇に焦点を当てたドキュメンタリー映画。
ラナプラザ崩壊事故のこと、テレビ番組では‘‘1人の男の欲望が引き起こした事件’’と紹介されていたけど、元を辿れば原因は消費者である私たちにあると思う。。。
劣悪な労働環境でも働ける場所があるだけいいでしょう？という言葉もよく聞くけどそれは言い訳に過ぎないし同じ人間なのにフェアじゃないよね、、、。
縫製工場の過酷な現実に目を背けたくなるかもしれないけど、洋服を着る消費者として知っておくべきことだと思うし見てほしい！！
11月14日(土)から渋谷Uplinkで公開、NetflixやVHXでも見られるので良かったらぜひ！
#TheTrueCost #真の代償 #🎬 #bangladesh #fastfashion #business #documentary #film #fairtrade #sewingfactory #buildingcollapse #ranaplaza #AndrewMorgan"
698,damaged_infrastructure,"Fahrt ins Grüne.
#urbex #urbanexploration #lostplaces #carwreck #wreck #wrecked #wreckedcar #wrack #verlasseneorte #hiddenplace #forgotten #forgottenplaces #decay #abandoned #abandonedplaces #urbexpeople #urbexworld #urbanexplorer #urbexjunkies #abandoned_world #abandoned_junkies #old #oldcars #oldcar"
699,damaged_infrastructure,"One year ago today, a devastating 7.8 magnitude earthquake rocked New Zealand and changed the face of Kaikoura forever. 12 months on, most of the damage has been repaired, but the ongoing effects are still being felt by the small coastal community. 📷:Iain McGregor/STUFF .
.
.
.
#kaikoura #earthquake #eqnz #quake #newzealand #ayearagotoday #flashback #nz #nature #disaster"
700,damaged_infrastructure,#oneyear #earthquake #earthquakenepal #damaged #sad #brokenhouse #destruction #rubble #staystrong #nepal #kathmandu #chisopani #travel #solotravel #discovery
701,damaged_infrastructure,After a 7.8 earthquake the destroyed city still holds its beauty! #durbarsquare #earthquakenepal #beauty #worldheritagesite #incredible #breathtaking
702,damaged_infrastructure,#oldcar #wreckedcar #carinwoods #hikingadventures #blackandwhite
703,damaged_infrastructure,#hurricane #sandy #hurricanesandy #nyc #nj #pa #sandydamage
704,damaged_infrastructure,#wegotawinner #sandydamage #hurricanesandy
705,damaged_infrastructure,"Hot Wheels🔥💥
.
.
.
.
.
#hotwheels #joyride #tire #decay #policetape #hotcar #cruising #abandoned #burnouts #moodylight #streetshot #wreckedcar #wheels
#drivearound #bnw_captures #bnwlife #bnw_igers #ig_shotz_bw #carpic #visualsoflife #ig_dynamic 
#ig_capture #ig_great_pic #thatauthenticfeeling #splendid_shotz #ig_dynamic 
#agameoftones #canberralocals 
#livelaughexplore #roam"
706,damaged_infrastructure,"A statue of St. Francis in a Catholic School parking lot, near Beach Blvd., Rockaways, after Hurricane Sandy. 5th anniversary of Superstorm Sandy( Kevin C.Downs/Agence Cosmos) @agencecosmos @canonusa @canonfrance #photojournalism #people #newyork #hurricanesandy"
707,damaged_infrastructure,Rebuilding Nepal #thediplomat #earthquakenepal #earthquake #bhaktapurdurbarsquare #nepal
708,damaged_infrastructure,"Here's some video of the smoldering ruins in White Hall, IL. When I left I smelled like a campfire. 3 massive buildings destroyed by a giant fire. A local woman told me about it all. Just unbelievably sad. So much history and such a historic loss in a really small town. #smalltownusa #whitehall #centralillinois #illinois_shots #architecture #brickstagram #firedamage #buildingruins #exploreillinois #buildingfire"
709,damaged_infrastructure,"'Sky' and 'bricks' 
#rebuildingtogether #earthquakenepal #monumentsofnepal #worldheritage"
710,damaged_infrastructure,"باز هم زلزله حادثه ای ناگوار برای هموطنانمان آفرید. این ضایعه جانگداز بر هم میهنان گرامی تسلیت باد.
#زلزله
#earthquake"
711,damaged_infrastructure,"Five years ago today, I, along with all of the Patch editors on LI and in the metro NY area, was covering Hurricane Sandy as it walloped many of our communities, including mine: Lindenhurst, LI, NY.

I stayed online till the power went out in my house at 6P as the category 1 hurricane - later dubbed a superstorm - finally made landfall. The storm surge rocked my hometown, but you couldn't really assess the damage - which would take months and years to clean up - till the next day.

This photo of a house knocked off its foundation by the storm surge is one I took of one of the many homes devastated by Sandy when I toured the Village with the mayor and the emergency manager the next day. I posted my photo gallery that night. This home is no longer there.

That was just the start of the 5-year-long saga for many friends, family, neighbors and residents in Lindenhurst, and all along the south shore of LI, and all along every shoreline in the tri-state area. The saga, for many in Lindenhurst and LI and the tri-state area, sadly continues today. And the storm today underscores it all.

I will always be proud of the work I and my fellow Patch editors did before, during and after Sandy. I just wish our work could've prevented the devastation or got everyone back to pre-Sandy normal.

#hurricane #superstorm #hurricanesandy #superstormsandy #sandy #sandy5li #sandyanniversary #remember #stormresiliency #flooding #stormsurge #devastation #lindenhurst #lindenhurstny #longisland #ny #lindypride #hurricaneseason #rainisthenewhurricane #patch #news #editors #journalism #media #weather #wx"
712,damaged_infrastructure,Hard to believe it was 5 years ago. Hurricane Sandy was devastating to say the least.  #lbi #beachhaven #sandy #jerseystrong💪 #totalrecovery #positivevibes #hurricanesandy
713,damaged_infrastructure,"Like this video if you agree: we cannot forget Yemen's children.

#yemen #yemencrisis #savethechildren #yemenschildren #children #charity #humanitariancrisis"
714,damaged_infrastructure,Good morning from Syria.......#assadcrimes #suffering #hope #future #pain #syria #syrie #syrians #shameonthisworld #isiscrimes #shameonhumanity
715,damaged_infrastructure,Sad day #earthquake #prayers for Iran 🇮🇷 & Iraq 🇮🇶 #🙏🏼
716,damaged_infrastructure,#sandydamage my uncles marvel collection.  Destroyed.
717,damaged_infrastructure,"Definitely want forget this trip to Louisiana. We are all okay. This was caused by a reckless driver that was ahead of us. He was weaving in and out of traffic, caused a car to lock brakes end up side ways on a two lane interstate with people traveling 80 MPH. Cars locked brakes, but Tonya couldn't stop fast enough. #wrecklessdrivers#wreckedcar#baddriver#pissedoff#wrecklessdriver#don'tneedtodrive"
718,damaged_infrastructure,"A nation in pain, you might say pain is the only thing that's telling me I am still alive. Loosing a brother or sister, a child or a mother... people around the world are praying for you and for your land. We pray for a healing rain..."
719,damaged_infrastructure,#PDX #pedestrian #cars #wreckedcar
720,damaged_infrastructure,"Damn Sandy, you really did fuck everything up here.. This makes me so sad. 😞 #newjersey #lbi #sandydamage #hurricane #njwasntprepared #fucked"
721,damaged_infrastructure,cari inspirasi melalui rongsokan2 mobil tua ini..ngelamun sejenak.. #daihatsu #daihatsuindonesia #instacar #wrecked #wreckedcar #oldcar #vintagecar #clasiccar
722,damaged_infrastructure,"FX Holden Utility (1951-53)
or
FJ Holden Utility (1953-57)

#holdenute #holden #cooberpedy #outback #southaustralia #ausoutbacknt #wreckedcar #aussieicon #downunder #straya #australianmade #rolleiflex #analogphotography #filmphotography #filmphoto #stilllifephoto #stilllifephotography #naturemorte #industriallandscape #humaneffect #humanwaste #humantrash #pollution #carculture #garbagelife"
723,damaged_infrastructure,Bad roads? That's no news. washed out roads with craters. #accra #ghana #accrafloods #tragic
724,damaged_infrastructure,A proper edit of the other angle. #abandoned #wreckedcar #seaside #coast #bluesky #burntout #newwhip #whipwreck #pimpmyride #canon #600d #raw #photography #madmax #canonuk
725,damaged_infrastructure,#urbex #abandoned #buildingcollapse #urbexfrance #urbanexploration #abandonedafterdark #decay #castle
726,damaged_infrastructure,"A bullet-riddled home after police clashed with an armed terror group possibly from Kosovo, in Kumanovo, Macedonia in 2015  #macedonia#photography#blackandwhite#2015#destruction#home#bulletholes#war#bulletriddled#destroyedhome#destroyedbuilding#rubble#warzone#kosovo#kumanovo#terror#fight#battle#history#livingroom#military#police#people"
727,damaged_infrastructure,"Weeks after brutal blasts, #ISIS strikes again at #Baghdad #BaghdadAttack #Iraq #IslamicState #SuicideBombing #Bombing #PrayforIraq

http://bit.ly/2akGWJX"
728,damaged_infrastructure,"This used to be a nightclub...until everything BURNED few month ago.
#burningplace #urbex #destruction #humanity"
729,damaged_infrastructure,🙏 South Philly say a Prayer #southphilly #buildingcollapse #22ndmarket  #bestrong #nbc
730,damaged_infrastructure,"A huge earthquake on the Iraq-Iran border has left hundreds of people dead and thousands injured here is a video of the destruction.

#iran #iraq #earthquake #iraqearthquake #iranearthquake #destruction #rip #pray"
731,damaged_infrastructure,"Hey, baby. Wanna go for a ride? #demolitionderby #wreckedcar"
732,damaged_infrastructure,"Destruction of construction
.
.
.
#contraste #contrast #contraluz #azul #blue #destruction #destruccion #caos"
733,damaged_infrastructure,"Members of NDRF team search for the people trapped under the debries after a two storey building collapsed in Hanuman Tekdi area of Bhiwandi on the outskirts of Mumbai. Photo : Divyakant Solanki 
#mumbai #india #asia #thephotosociety #bhiwandi #buildingcollapse #ndrf #rescue #monsoonseason #photooftheday #instapicture #instagramers #dailylook #everydayeverywhere #everydayindia_photojournalism #everydaymumbai #everydayindia"
734,damaged_infrastructure,This will happen if the steering wheel malfunctioned. Loose control whilst driving. #truck #injured #toysforthebigboys now no more. #offroad #wreckedcar #autodiary #carcrash
735,damaged_infrastructure,It's deer season!!! #deerseason #deer #deermeetscar #wreckedcar #hitadeer #killedadeer #deaddear #deerdeath #carwreck #deervscar #carvsdeer #deerstruction
736,damaged_infrastructure,#hurricaneirma #debis #route1 #bikepacking #floridakeys
737,damaged_infrastructure,"I think they had a headache after that
#accident #carcrash #ouch #wreckedcar"
738,damaged_infrastructure,And I thought I was having a bad Friday... Half of the tree cut clean from the wind. #kingscross #tree #destruction #badfriday
739,damaged_infrastructure,#igers_philly #buildingcollapse 22nd and Market
740,damaged_infrastructure,Building collapse on Fulton and Tompkins Ave in Bed Stuy #buildingcollapse #bedstuy #tompkinsave #fultonstreet #news
741,damaged_infrastructure,"Just saw this on news..My heart is broken 💔 Instead of threatening to bomb Iran & renegotiate the nuclear deal, we should be sending them aid & offering them help as they deal with the earthquake. #pleasepray #godhelpthem #prayformercy #peace #iran #mypeople #devasted #godhelpthem #earthquake #iran"
742,damaged_infrastructure,Searching for survivors..............#genocide #syriangenocide #syrianregimegenocide #assadcrimes #isiscrimes #unitednations #refugees #pain #poor #poorsyrians #shameonhumanity #shameonthisworld
743,damaged_infrastructure,Back to nature #car #wreckedcar #rust
744,damaged_infrastructure,"En Pasupatinath, #Nepal, en la zona de las estupas, los daños también han sido considerables"
745,damaged_infrastructure,#wreckedcar #streetart #graffiti  #mileex #montreal #mtl
746,damaged_infrastructure,We would like to invite you to join HBM on December 8-14 to help rebuild the church at Kolimo! We only need EIGHT people! Contact us at Carrie@haitibiblemission.org for more information! #haitibiblemission  #hurricanematthew #haiti #construction
747,damaged_infrastructure,"Read: “Beyond The Catastrophe: The Impact of Natural Disasters on Mental Health” by clicking on the link in our description.
“In light of hurricanes Harvey, Irma, and Maria, the recent monsoon floods in South Asia, and the earthquakes in Mexico, an international focus has been shifted to the catastrophic nature of such disasters and their long-term effects.”
•
•
•
•
#hurricaneirma #hurricaneharvey #hurricanemaria #hurricanes #naturaldisaster #earthquakes #storms #weather #nature #world #puertorico #nature #earth #mentalhealth #humanity #instadaily #articleoftheday #inform #inspire #empower #rev21media"
748,damaged_infrastructure,"زلزله 7.2 ریشتری شب گذشته کرمانشاه!
7.2earthquake has been occured in kermanshah,iran last night!

#prayforkermanshah #kermanshah #earthquake #زلزله #کرمانشاه #تسلیت #تسلیت_کرمانشاه"
749,damaged_infrastructure,"#Repost @cnn (@get_repost)
-
Rescue workers walk through the rubble of destroyed buildings in Iran’s Kermanshah province after a 7.3-magnitude earthquake hit the Iran-Iraq border region late Sunday, leading to at least 402 deaths. Around 100 of the dead are believed to be from one town in Iran's Kermanshah province, the country's semi-official Mehr news agency reported. (Photo: POURIA PAKIZEH/AFP/Getty Images)
-
#prayforiran🇮🇷 #🙏🏻 #earthquake #iran #prayforiran"
750,damaged_infrastructure,"Kakeshwar Temple, one of the temples struck by the earthquake in Kathmandu. I passed by the unmanned entrance ticket booth and walked through the main walkway, witch once was neatly kept. And now it seems to attract a different kind of life here. The pile of bricks taken over by the pigeons I suspect are some of the remains from the last year's disaster."
751,damaged_infrastructure,🙏🏾 Thankful......152/365  #project365 #photoaday #365photochallenge #152of365 #365project
752,damaged_infrastructure,Keyport Hurricane Sandy Damage
753,damaged_infrastructure,"Got smashed last night .
.
.
.
.
.
.
#uglypic #ugly #content #uglycontent #garbage #cars #carcrash #carcrush #wrecked #wreckedcar #junkrat #junkyard #brooklyn #redhook"
754,damaged_infrastructure,"Beauty of past time

#wreckedcar #wrecked #oldtimer #carphotography #car #route66 #oldroute66 #usa #america #bnw #blackandwhite #bnwphotography #blackandwhitephotography #outdoor #cloudy #nikon #nikonphotography #nikond5500 #nikonusa #moody #mood #pasttime #past #summer #desert"
755,damaged_infrastructure,"Like most of you, I've seen many images of this house that went over the edge on North Beach during hurricane Irma, but  seeing it in person today was still quite a shock. I've surfed in front of this house off and on since the eighties, when the break was dubbed ""Doc's Reef"" in honor of Doc Chellemi, the father of a family of surfers that lived on 14th St. There was access through a little tunnel in the palmettos that not many knew about. The sand bars came and went, but there were times when it was good and well undersurfed. I kept surfing the spot when my friends Gil and Chelle bought a house on 13th St., one block north. We continued to have fun sessions off and on through the years, often just us but occasionally joined by a few of the neighbors. I dodged downpours and lightning bolts and took the path through the palmettos today for the first time in quite a while. It ended abruptly, with a 20-foot vertical drop to a now virtually-inaccessible beach. When I looked to my left this is what I saw. I'd like to think otherwise, but I'm convinced no amount of beach renourishment or coastal armoring will ever bring this place back to what it once was, and I can't help but feel the recent hurricanes signal the end of an era along the beaches of northeast Florida... #hurricaneirma #hurricanematthew #vilanobeach #northbeach #erosion #castlesmadeofsand #climatechange #sealevelrise #livingontheedge"
756,damaged_infrastructure,"Bummer.

#Oatman #Arizona #oops #wreckedcar #DartandMap #travel #GenX #GenXTraveler #wanderlust #America #NorthAmerica #UnitedStates #adventure  #Expedia #Travelocity #Photography #Instagram  #roadtrip #driving #yipyipyip"
757,damaged_infrastructure,#accident #wreckedcar #caraccident
758,damaged_infrastructure,"Wondering what to do with that wrecked car ....Sell it , fix it  we can help you out  #wrecked #wreckedcar #parts"
759,damaged_infrastructure,#wreckedcar found in the #woods of #vermont (image 3 of 3). The leaves have taken over and eaten away at the vehicle . #forests #buick
760,damaged_infrastructure,#hyundai #hyundaiaccent #wrecked #wreckedit #wreckedcar #wreckedauto #crash #carcrash #crashed #crashes #accident #accidental #oops #ohfudge #crashedit #impact #crushed #smashed #totaled #totaledit #totalloss
761,damaged_infrastructure,#burned #wreckedcar #car #carwreck #truck #tir #fire #road #travel #driver #drive #scrap #photography #instagood #instacar #instatruck #poland #intheway #ogień #wypadek #canon #canon5d #canonphoto #photo #photographer #transformers
762,damaged_infrastructure,"TERRIBLE: Building collapses at Ajegunle, injures two

The injured people were workers on the building site, and they were working on a part of the building when it collapsed.

The cause of the collapse remains unknown.

Follow➡ @porscheclassynews

#lagos #ajegunle #lagosat50 #street #buildingcollapse #followme #gaintrain #porscheclassynews #apc"
763,damaged_infrastructure,"Rubble, rubble."
764,damaged_infrastructure,عدم اجرای وال پست یکی از دلایل تخریب ساختمانها در زلزله کرمانشاه بوده است #ایران #زلزله #کرمانشاه #wall_post #wallpost #earthquake
765,damaged_infrastructure,That time five years ago today when our backyard turned into the bay #hurricanesandy
766,damaged_infrastructure,"Nepal 🇳🇵 Damage after the earthquake 
#nepal #nepali_instagrammers #earthquake #earthquakes #earth#earthquakenepal #earthquakedamage #travel #teletravail #teletravelbucketlist #trekking #trekkingnepal #nature #photoofday #photoftheweek #pictureoftheday #instagram #odysseynepal #everyshots #challenge #mountains #himalaya #himalayatrekking #berge #bergsteigen #mypeakchallenge #btmwolff"
767,damaged_infrastructure,"Those left overs, those broken pieces, we grow what  must be cut and we cut what needs to be grown. Save earth.

#wreckedmagazine #wreckedpieces #automotive #wreckedcar #motography  #nikonphotography #I_am_nikon #apnu_amdavad #nikonindia #earthday #save_earth"
768,damaged_infrastructure,"Inbound 288 before it was finished!  Ca. 1976 .
.
#bodyshoplife #collisionrepair #carrepair #fleetrepair #bodyshop #autorepairshop #downtownhouston #wrecker #wreckedcar #autobodytechs #automotivepaint #autobodyrepair  #collisioncenter  #collision-shop #fenderbender #gearhead #carscene #autobodyshop #downtownhouston #eado #eadohouston"
769,damaged_infrastructure,"Asi quedo Kermanshah despues que un terremoto de 7.2 azotara  Irán e Irak golpeó 19 millas al sudoeste de Halabja en el Kurdistán iraquí alrededor de las 9.20 pm del domingo, muchas personas habrían estado en casa. Más de 100 réplicas siguieron. . El terremoto golpeó varias provincias occidentales de Irán, pero la provincia más afectada fue Kermanshah, que ha anunciado tres días de duelo. .
#kermanshah  #terremoto #iran #irak #iraq #halabja #kurdistan #sunday #tremor #sismo #earthquake #news #new #informations #intersting #world #mundo  #noticias 
BUSCANOS EN FACEBOOK COMO Escenario Final

https://www.facebook.com/Escenario-Final-493431804369872/"
