,Date,Course.Length,Program,Organization,City,ZIP.Code,County,Number.Classes,Number.Students,Students.White,Students.African.Am,Students.Latino,Students.Other
469,2/14/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Disney II Magnet High School ,Chicago,60618,Cook,2,30,6,6,15,2
470,2/14/2017,1,W.H.A.L.E.S. Tales,Washington Irving Elementary School,Chicago,60612,Cook,3,150,NA,NA,NA,NA
471,2/14/2017,0.5,FALP,James Madison Elementary School,Chicago,60619,Cook,1,20,1,17,1,0
472,2/14/2017,0.5,Home Alone,James Madison Elementary School,Chicago,60619,Cook,1,21,1,15,3,2
473,2/14/2017,4,Scrubby Bears,Chavez Elementary,Chicago,60609,Cook,3,80,NA,NA,80,NA
474,2/15/2017,3,First Aid and CPR Certification,Red Cross,Chicago,60612,Cook,1,8,NA,NA,NA,NA
475,2/15/2017,5,Kid Firestopper,Rockton Centre,Rockford,61103,Winnebago,1,2,NA,1,1,NA
476,2/15/2017,1,Pillowcase Project,Saint Joseph's School,Homewood,60406,Cook,1,10,5,3,2,0
477,2/15/2017,1,Hands-only Citizen CPR,Chicago Parent University at Dyett the School of Arts,Chicago,60639,Cook,1,15,4,7,3,1
478,2/15/2017,4,Scrubby Bears,Chavez Elementary,Chicago,60609,Cook,4,90,NA,NA,90,NA
479,2/15/2017,1,FALP,Nicholson Technology Academy,Chicago,60621,Cook,1,15,NA,NA,NA,NA
480,2/16/2017,1,Home Alone,Washington Irving Elementary School,Chicago,60612,Cook,6,240,NA,NA,NA,NA
481,2/16/2017,1,Pillowcase Project,Budlong Elementary,Chicago,60625,Cook,1,12,4,4,4,0
482,2/17/2017,0.5,Home Alone,Joilet Public Library,Joliet,60436,Will,1,2,NA,NA,NA,NA
483,2/17/2017,1.5,CSD - Other,Chicago Parent University at Corliss High School ,Chicago,60628,Cook,1,19,1,13,4,1
484,2/18/2017,3,First Aid and CPR Certification,Red Cross,Chicago,60612,Cook,1,8,NA,NA,NA,NA
485,2/18/2017,4,First Aid and CPR Certification,Chicago Parent Univeristy at Spencer Technology Academy,Chicago,60644,Cook,1,12,1,7,4,0
486,2/18/2017,4,First Aid and CPR Certification,Indo-American Center,Chicago,60659,Cook,1,11,3,2,2,4
487,2/19/2017,8,Pillowcase Project,Princeton Fire Department,Princeton,61356,Bureau,1,12,NA,NA,NA,NA
488,2/21/2017,1,Home Alone,Rock River Branch,Rockford,61109,Winnebago,2,4,NA,2,NA,2
489,2/21/2017,1,Home Alone,Washington Irving Elementary School,Chicago,60612,Cook,3,90,NA,NA,NA,NA
490,2/21/2017,0.5,Home Alone,James Madison Elementary School,Chicago,60629,Cook,1,9,0,9,0,0
491,2/21/2017,0.5,Home Alone,James Madison Elementary School,Chicago,60629,Cook,1,9,0,7,2,0
492,2/21/2017,3,FALP,Henderson Elementary School ,Chicago,60636,Cook,3,84,NA,NA,NA,NA
493,2/21/2017,3,Masters of Disaster,Henderson Elementary School ,Chicago,60636,Cook,3,84,NA,NA,NA,NA
494,2/22/2017,1.5,First Aid and CPR for Students,Charles Henderson Elementary School,Chicago,60636,Cook,1,25,1,18,4,2
495,2/22/2017,1,FALP,Budlong Elementary,Chicago,60625,Cook,3,81,25,16,40,0
496,2/22/2017,1,Home Alone,White Oak Elementary School,Morris,60450,Grundy,1,26,NA,NA,NA,NA
497,2/22/2017,4,"Adult CPR, Pediatric CPR and Choking",Hines VA,Hines,60141,Cook,1,2,2,NA,NA,NA
498,2/23/2017,1.5,CSD - Other,Armour Elementary School ,Chicago,60608,Cook,1,6,1,NA,5,NA
499,2/23/2017,1,Pillowcase Project,Washington Irving Elementary School,Chicago,60612,Cook,4,190,NA,NA,NA,NA
500,2/23/2017,1,NA,(Prepare With Pedro)Washington Irving Elementary School,Chicago,60612,Cook,2,50,NA,NA,NA,NA
501,2/23/2017,1,Pillowcase Project,Saint Joseph's School,Homewood,60406,Cook,1,7,0,5,2,0
502,2/23/2017,0.5,Kid Firestopper,Roselle Park District,Roselle,60172,DuPage,1,1,1,0,0,0
503,2/23/2017,0.5,Home Fire Preparedness,Roselle Park District,Roselle,60172,DuPage,1,1,1,0,0,0
504,2/23/2017,1,FALP,Budlong Elementary,Chicago,60625,Cook,1,11,2,3,3,4
505,2/23/2017,3,FALP,Jungman Elementary,Chicago,60608,Cook,3,51,NA,NA,51,NA
506,2/24/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Albany Park Community Center ,Chicago,60625,Cook,1,14,NA,NA,15,NA
507,2/24/2017,4,First Aid and CPR Certification,Jose De Diego Academy,Chicago,60622,Cook,1,7,NA,NA,NA,NA
508,2/24/2017,4,First Aid and CPR Certification,Jose De Diego,Chicago,60622,Cook,1,7,0,3,4,0
509,2/24/2017,2,CSD - Adult/Parents,Lincoln Park Community Shelter,Chicago,60614,Cook,1,4,0,3,1,0
510,2/25/2017,1.5,CSD - Other,Plano Community Library District,Plano,60545,Kendall,1,6,6,0,0,0
511,2/27/2017,1,Pillowcase Project,Rockton Centre,Rockford,61103,Winnebago,1,2,2,NA,NA,NA
512,2/27/2017,1,W.H.A.L.E.S. Tales,Nicholson Technology Academy,Chicago,60621,Cook,1,8,NA,NA,NA,NA
513,2/28/2017,1,Kid Firestopper,Ida B. Wells Elementary School ,Chicago,60653,Cook,2,39,NA,38,1,NA
514,2/28/2017,0.5,Scrubby Bears,Bateman Elementary School,Chicago,60618,Cook,4,327,NA,NA,NA,NA
515,2/28/2017,1,FALP,Bateman Elementary School,Chicago,60618,Cook,1,140,NA,NA,NA,NA
516,2/28/2017,3,Scrubby Bears,Jungman Elementary,Chicago,60608,Cook,2,44,NA,NA,41,NA
517,3/1/2017,1,Pillowcase Project,Carter Elementary School,Chicago  ,60637,Cook,1,12,NA,NA,NA,NA
518,3/1/2017,1,Pillowcase Project,Willa Cather Elementary School,Chicago,60612,Cook,1,10,NA,NA,NA,NA
519,3/1/2017,1,FALP,Bateman Elementary School,Chicago,60618,Cook,1,79,NA,NA,NA,NA
520,3/1/2017,1,First Aid and CPR for Students,Bateman Elementary School,Chicago,60618,Cook,3,266,NA,NA,NA,NA
521,3/1/2017,4,Scrubby Bears,Henderson Elementary,Chicago,60638,Cook,4,69,NA,NA,69,NA
522,3/2/2017,3,First Aid and CPR Certification,Boys Scout,Chicago  ,60612,Cook,1,20,NA,NA,NA,NA
523,3/2/2017,1,Kid Firestopper,Ida B. Wells Elementary School ,Chicago,60653,Cook,1,20,NA,20,NA,NA
524,3/2/2017,1,Pillowcase Project,St. Andrew's Church ,Downers Grove,60515,DuPage,1,3,3,0,0,0
525,3/2/2017,1,Pillowcase Project,St. Andrew's Church ,Downers Grove,60515,DuPage,1,4,4,0,0,0
526,3/2/2017,0.75,Home Fire Preparedness,Beasley Child-Parent Center,Chicago,60609,Cook,1,6,0,6,0,0
527,3/2/2017,4,Scrubby Bears,Henderson Elementary,Chicago,60638,Cook,4,75,NA,NA,75,NA
528,3/3/2017,3,First Aid and CPR Certification,Young Parents,Chicago,60612,Cook,1,18,NA,NA,NA,NA
529,3/3/2017,1,First Aid for Students,Eli Whitney Elementary School ,Chicago ,60623,Cook,4,110,4,1,105,NA
530,3/3/2017,0.75,First Aid and CPR Certification,Chicago Young Parents,Chicago,60612,Cook,1,8,NA,NA,NA,NA
531,3/4/2017,0.75,Home Fire Preparedness,West Pullman - Chicago Public Library ,Chicago,60643,Cook,1,12,0,12,0,0
532,3/4/2017,1,Pillowcase Project,Ismaili Community Center,Naperville,60563,Will,1,21,2,0,0,19
533,3/6/2017,1,First Aid and CPR for Students,Joliet Public Library,Joliet ,60432,Will,1,7,NA,2,5,NA
534,3/7/2017,5,Kid Firestopper,Rock River Branch,Rockford,61103,Winnebago,1,4,NA,2,NA,2
535,3/7/2017,0.5,Scrubby Bears,Spencer Crossing Elementary ACES Program,New Lenox,60451,WILL,1,47,25,15,7,0
536,3/7/2017,1,First Aid for Students,Eli Whitney Elementary School ,Chicago,60623,Cook,3,86,5,NA,81,NA
537,3/7/2017,1.5,Hands-only Citizen CPR,Willa Cather Elementary School,Chicago,60612,Cook,1,7,NA,NA,NA,NA
538,3/7/2017,1.5,Hands-only Citizen CPR,Willa Cather Elementary School,Chicago,60612,Cook,1,7,NA,NA,NA,NA
539,3/7/2017,0.5,Scrubby Bears,Blaine Elementary School,Chicago,60613,Cook,1,36,10,12,14,NA
540,3/7/2017,4,Hands-only Citizen CPR,Henderson Elementary School ,Chicago,60636,Cook,2,22,2,NA,20,NA
541,3/8/2017,0.5,Scrubby Bears,Nelson Prairie Elementarty School ACES Program,New Lenox,60451,WILL,1,35,20,1,10,0
542,3/9/2017,0.5,Scrubby Bears,Tyler Elementary School ACES Program,New Lenox,60451,WILL,1,25,10,0,5,10
543,3/9/2017,2,First Aid and CPR Certification,Teen Mops,Bourbonnais,60914,Kankakee,1,2,0,2,0,0
544,3/10/2017,0.5,Scrubby Bears,Haines Elementary School ACES Program,New Lenox,60451,WILL,1,20,5,2,6,7
545,3/10/2017,0.5,FALP,Jamieson Elementary,Chicago,60659,Cook,4,100,30,15,40,15
546,3/10/2017,1,Scrubby Bears,Eli Whitney Elementary School ,Chicago,60623,Cook,2,47,2,NA,45,NA
547,3/10/2017,0.5,Masters of Disaster,Warrenville Fire Department,Warrenville,60555,DuPage,1,24,2,3,19,0
548,3/10/2017,0.5,Home Fire Preparedness,Warrenville Fire Department,Warrenville,60555,DuPage,1,24,2,3,19,0
549,3/10/2017,2,CSD - Other,Southwest Suburban Immigrant Project,Bolingbrook,60440,Will,1,19,NA,NA,19,NA
550,3/11/2017,3,First Aid and CPR Certification,West Englewood Library,Chicago,60612,Cook,1,4,NA,NA,NA,NA
551,3/11/2017,0.5,Hands-only Citizen CPR,Theta Chi Sigma Alumnae Chapter Youth Symposium,Chicago,60639,Cook,1,16,0,16,0,0
552,3/11/2017,4,First Aid and CPR Certification,Oglesby Public Library,Oglesby,61348,La Salle,1,4,3,0,1,0
553,3/12/2017,3,First Aid and CPR Certification,ARC,Chicago,60637,Cook,1,8,NA,NA,NA,NA
554,3/13/2017,2,First Aid and CPR Certification,Bourbonnais Public Library,Bourbonnais,60914,Kankakee,1,16,NA,NA,NA,NA
555,3/13/2017,3,First Aid and CPR Certification,Housing Forward (AmeriCorps),Maywood,60153,Cook,1,8,1,2,3,2
556,3/13/2017,0.75,FALP,Eli Whitney Elementary School ,Chicago,60623,Cook,4,120,NA,2,118,NA
557,3/13/2017,1,Scrubby Bears,Ida B. Wells Elementary School ,Chicago,60653,Cook,1,25,NA,25,NA,NA
558,3/13/2017,0.5,Scrubby Bears,New Field Elementary School,Chicago,60626,Cook,3,74,NA,NA,NA,NA
559,3/13/2017,0.5,W.H.A.L.E.S. Tales,New Field Elementary School,Chicago,60626,Cook,3,67,NA,NA,NA,NA
560,3/13/2017,1,Hands-only Citizen CPR,Nicholson Technology Academy,Chicago,60621,Cook,1,3,NA,NA,NA,NA
561,3/14/2017,2,First Aid and CPR Certification,Bourbonnais Public Library,Bourbonnais,60914,Kankakee,1,16,NA,NA,NA,NA
562,3/14/2017,1,First Aid for Students,Eli Whitney Elementary School ,Chicago,60623,Cook,3,63,NA,1,62,NA
563,3/14/2017,2.5,First Aid and CPR Certification,Willa Cather Elementary School,Chicago,60612,Cook,1,6,NA,NA,NA,NA
564,3/14/2017,0.5,Home Alone,James Madison Elementary School,Chicago,60629,Cook,2,19,1,10,8,0
565,3/15/2017,1,Pillowcase Project,Montague Public Library,Rockford,61102,Winnebago,1,4,NA,2,2,NA
566,3/15/2017,0.5,W.H.A.L.E.S. Tales,Belding Elementary School ,Chicago,60641,Cook,1,29,12,3,10,4
567,3/15/2017,0.5,Disaster Preparedness,James Madison Elementary School,Chicago,60629,Cook,3,67,8,31,23,5
568,3/16/2017,1,Pillowcase Project,Cub Scouts,Chicago,60612,Cook,1,18,NA,NA,NA,NA
569,3/17/2017,2,CSD - Adult/Parents,Young Parents,Chicago,60612,Cook,1,22,NA,NA,NA,NA
570,3/17/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Tepolchcalli Community Education Project ,Chicago,60623,Cook,1,12,NA,NA,12,NA
571,3/17/2017,4,First Aid and CPR Certification,Chicago Parent University at Corliss High School ,Chicago,60628,Cook,1,9,0,7,2,0
572,3/18/2017,4,AmeriCorps Presentation,Bethel New Life Church,Chicago,60651,Cook,24,24,0,24,0,0
573,3/20/2017,0.5,Disaster Preparedness,Charles Henderson Elementary School,Chicago,60636,Cook,2,47,5,24,15,3
574,3/20/2017,1,Hands-only Citizen CPR,Waldo Middle School,Aurora,60505,DuPage,2,27,1,1,25,0
575,3/20/2017,1,Hands-only Citizen CPR,Waldo Middle School,Aurora,60505,DuPage,2,27,1,1,25,0
576,3/20/2017,3,CSD - Adult/Parents,Jose De Diego,Chicago,60622,Cook,1,8,0,6,2,0
577,3/20/2017,1,Pillowcase Project,Jungman Elementary,Chicago,60608,Cook,1,12,NA,NA,12,NA
578,3/21/2017,1,Pillowcase Project,Red Oak Elementary School,Highland Park,60035,Lake,1,48,NA,NA,NA,NA
579,3/21/2017,5,W.H.A.L.E.S. Tales,Rock River Branch,Rockford,61103,Winnebago,1,1,NA,NA,1,NA
580,3/21/2017,1,Hands-only Citizen CPR,College Prep of America *Red Cross Club*,Lombard,60148,Cook,1,11,1,0,0,10
581,3/21/2017,1,Pillowcase Project,Red Oak Elementary School,Highland Park,60035,Lake,1,24,NA,NA,NA,NA
582,3/21/2017,1,Pillowcase Project,Jungman Elementary,Chicago,60608,Cook,1,13,NA,NA,13,NA
583,3/22/2017,5,Home Alone,Rockton Centre,Rockford,61103,Winnebago,1,2,2,NA,NA,NA
584,3/22/2017,1,Masters of Disaster,YMCA Morris- White Oak Elementary,Morris,60450,Grundy,1,2,2,0,0,0
585,3/22/2017,1,Masters of Disaster,YMCA Morris- White Oak Elementary,Morris,60450,Grundy,1,26,26,NA,NA,NA
586,3/22/2017,4,First Aid and CPR Certification,Jesse Owens Elementary School,Chicago,60628,Cook,1,6,0,6,0,0
587,3/23/2017,1,Home Alone,Roselle Park District,Roselle,60172,Dupage,1,5,NA,NA,NA,NA
588,3/23/2017,0.5,Home Alone,Churchill Elementary School,Oswego,60543,Kendall,5,143,50,33,15,45
589,3/23/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Northwest Middle School ,Chicago,60639,Cook,1,16,1,2,13,NA
590,3/23/2017,1,FALP,Cullen Elementary School,Chicago,60628,Cook,1,31,NA,NA,NA,NA
591,3/23/2017,1,Hands-only Citizen CPR,Cullen Elementary School,Chicago,60628,Cook,1,12,NA,NA,NA,NA
592,3/24/2017,3,First Aid and CPR Certification,George Washington Elementary School,Chicago,60617,Cook,1,28,NA,NA,NA,NA
593,3/24/2017,0.5,FALP,James Madison Elementary School,Chicago,60629,Cook,2,45,4,32,7,1
594,3/25/2017,3,First Aid and CPR Certification,Teary,LaGrange,60525,Cook,1,5,NA,NA,NA,NA
595,3/25/2017,3,First Aid and CPR Certification,Red Cross,Rockford,61103,Winnebago,1,2,2,NA,NA,NA
596,3/25/2017,4,First Aid and CPR Certification,Chicago Parent Univeristy at Spencer Technology Academy,Chicago,60644,Cook,1,6,1,2,3,0
597,3/27/2017,1,W.H.A.L.E.S. Tales,Ida B. Wells Elementary School ,Chicago,60653,Cook,3,53,NA,52,1,NA
598,3/27/2017,0.5,Scrubby Bears,Blaine Elementary School,Chicago,60613,Cook,1,37,15,5,12,5
599,3/28/2017,5,Kid Firestopper,East Branch,Rockford,61108,Winnebago,1,1,1,NA,NA,NA
600,3/28/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Burbank Elementary School ,Chicago ,60639,Cook,1,11,NA,NA,11,NA
601,3/28/2017,1,FALP,Cullen Elementary School,Chicago,60628,Cook,2,36,NA,NA,NA,NA
602,3/28/2017,1,Pillowcase Project,Kinzie School,Chicago,60638,Cook,1,6,0,0,6,0
603,3/28/2017,5,First Aid and CPR Certification,Chicago Parent Univeristy at Luther Burbank ,Chicago,60639,Cook,1,10,1,3,5,1
604,3/28/2017,4,Hands-only Citizen CPR,Robert Lindblom Math & Science Academy,Chicago,60636,Cook,4,98,NA,80,18,NA
605,3/29/2017,5,FALP,East Branch,Rockford,61108,Winnebago,1,2,2,NA,NA,NA
606,3/29/2017,0.5,FALP,Eli Whitney Elementary School ,Chicago,60623,Cook,4,101,15,2,84,NA
607,3/29/2017,2,"Adult CPR, Pediatric CPR and Choking",Ashburn Community Elementary School ,Chicago ,60652,Cook,1,9,NA,9,NA,NA
608,3/29/2017,4,First Aid and CPR Certification,Carol Stream Public Library ,Carol Stream,60188,DuPage,1,5,3,0,1,1
609,3/29/2017,0.5,Scrubby Bears,Palmer Elementary School,Chicago,60630,Cook,6,132,60,20,30,22
610,3/29/2017,4,"Adult CPR, Pediatric CPR and Choking",Hines VA,Hines,60141,Cook,1,4,1,2,1,NA
611,3/30/2017,0.75,Hands-only Citizen CPR,East Branch,Rockford,61108,Winnebago,1,2,2,NA,NA,NA
612,3/30/2017,2.5,"Adult CPR, Pediatric CPR and Choking",Alivio Medical Center,Chicago ,60608,Cook,1,8,NA,NA,8,NA
613,3/30/2017,4,First Aid and CPR Certification,The Martin Luther Kind Center ,Chicago ,60653,Cook,1,3,0,2,1,0
614,3/30/2017,4,First Aid and CPR Certification,Carol Stream Public Library ,Carol Stream,60188,DuPage,1,10,7,1,0,2
615,3/30/2017,0.5,Scrubby Bears,Palmer Elementary School,Chicago,60630,Cook,3,79,40,15,15,9
616,3/30/2017,4,First Aid and CPR Certification,The Martin Luther King Center,Chicago,60653,Cook,1,15,NA,15,NA,NA
617,3/31/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Armour Elementary School ,Chicago,60608,Cook,1,10,NA,NA,10,NA
618,3/31/2017,1,Scrubby Bears,Cullen Elementary School,Chicago,60628,Cook,1,14,NA,NA,NA,NA
619,3/31/2017,1,Kid Firestopper,Cullen Elementary School,Chicago,60628,Cook,1,16,NA,NA,NA,NA
620,3/31/2017,2,CSD - Adult/Parents,Corlissa High School,Chicago,60628,Cook,1,15,NA,NA,NA,NA
621,4/1/2017,4,First Aid and CPR Certification,Northwest Community Church,Chicago,60639,Cook,1,7,1,5,1,0
622,4/1/2017,4,First Aid and CPR Certification,Northwest Community Church,Chicago,60639,Cook,1,7,1,5,1,0
623,4/2/2017,1,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,1,11,NA,NA,NA,NA
624,4/2/2017,1,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,1,11,NA,NA,NA,NA
625,4/3/2017,1,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,1,15,NA,NA,NA,NA
626,4/3/2017,4,First Aid and CPR Certification,Cathedral of St. Raymond,Joliet,60435,Will,1,11,11,0,0,0
627,4/3/2017,3,"Adult CPR, Pediatric CPR and Choking",St. Ignatius Church,Chicago,60626,Cook,1,1,1,NA,NA,NA
628,4/3/2017,3,"Adult CPR, Pediatric CPR and Choking",St. Ignatius Church,Chicago,60626,Cook,1,9,7,1,1,NA
629,4/3/2017,3,"Adult CPR, Pediatric CPR and Choking",St. Ignatius Church,Chicago,60626,Cook,1,1,1,NA,NA,NA
630,4/3/2017,3,"Adult CPR, Pediatric CPR and Choking",St. Ignatius Church,Chicago,60626,Cook,1,9,7,1,1,NA
631,4/3/2017,4,First Aid and CPR for Students,Christian Valley Church ,Chicago,60623,Cook,1,10,NA,NA,NA,NA
632,4/3/2017,4,First Aid and CPR for Students,Christian Valley Church ,Chicago,60623,Cook,1,10,NA,NA,NA,NA
633,4/3/2017,4,First Aid and CPR Certification,Cathedral of St.Raymond,Joliet,60435,Will,1,11,11,0,0,0
634,4/3/2017,4,First Aid and CPR Certification,Cathedral of St.Raymond,Joliet,60435,Will,1,11,11,0,0,0
635,4/4/2017,2,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,2,30,NA,NA,NA,NA
636,4/4/2017,1,Scrubby Bears,Cullen Elementary School,Chicago,60628,Cook,1,30,NA,NA,NA,NA
637,4/4/2017,2,CSD - Other,Pickard Elementary School ,Chicago ,60608,Cook,1,19,NA,NA,19,NA
638,4/4/2017,1,First Aid and CPR for Students,Ashburn Community Elementary School ,Chicago,60652,Cook,1,17,NA,17,NA,NA
639,4/4/2017,2,CSD - Other,Pickard Elementary School ,Chicago ,60608,Cook,1,19,NA,NA,19,NA
640,4/4/2017,1,First Aid and CPR for Students,Ashburn Community Elementary School ,Chicago,60652,Cook,1,17,NA,17,NA,NA
641,4/4/2017,1,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,2,24,NA,NA,NA,NA
642,4/4/2017,1,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,2,24,NA,NA,NA,NA
643,4/4/2017,1,Pillowcase Project,Trinity Lutheran Church,Lisle,60532,DuPage,1,13,11,0,1,1
644,4/4/2017,1,Pillowcase Project,Trinity Lutheran Church,Lisle,60532,DuPage,1,13,11,0,1,1
645,4/5/2017,1,Pillowcase Project,Cullen Elementary School,Chicago,60628,Cook,1,30,NA,NA,NA,NA
646,4/5/2017,5,Hands-only Citizen CPR,Rockton Centre,Rockford,61103,Winnebago,1,5,1,4,NA,NA
647,4/5/2017,1,Home Alone,Eli Whitney Elementary School ,Chicago,60623,Cook,5,132,NA,NA,132,NA
648,4/5/2017,2.5,First Aid Certification,Ashburn Community Elementary School ,Chicago ,60652,Cook,1,8,NA,8,NA,NA
649,4/5/2017,1,Home Alone,Eli Whitney Elementary School ,Chicago,60623,Cook,5,132,NA,NA,132,NA
650,4/5/2017,2.5,First Aid Certification,Ashburn Community Elementary School ,Chicago ,60652,Cook,1,8,NA,8,NA,NA
651,4/5/2017,1,Pillowcase Project,Nathan Hale Elementary School,Chicago,60638,Cook,1,40,20,0,20,0
652,4/5/2017,1,Pillowcase Project,Nathan Hale Elementary School,Chicago,60638,Cook,1,40,20,0,20,0
653,4/5/2017,5,"Adult CPR, Pediatric CPR and Choking",Tattler American Legion Post,Chicago,60618,Cook,1,4,NA,3,1,NA
654,4/5/2017,5,"Adult CPR, Pediatric CPR and Choking",Tattler American Legion Post,Chicago,60618,Cook,1,4,NA,3,1,NA
655,4/6/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Corkery Elementary School ,Chicago ,60608,Cook,1,9,NA,NA,9,NA
656,4/6/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Corkery Elementary School ,Chicago ,60608,Cook,1,9,NA,NA,9,NA
657,4/6/2017,4,First Aid and CPR Certification,Cathedral of St. Raymond,Joliet,60435,Will,1,9,9,0,0,0
658,4/6/2017,4,First Aid and CPR Certification,West Pullman - Chicago Public Library ,Chicago,60643,Cook,1,4,1,3,0,0
659,4/6/2017,4,First Aid and CPR Certification,West Pullman - Chicago Public Library ,Chicago,60643,Cook,1,4,1,3,0,0
660,4/6/2017,4,First Aid and CPR Certification,Cathedral of St.Raymond,Joliet,60435,Will,1,10,10,0,0,0
661,4/6/2017,4,First Aid and CPR Certification,Cathedral of St.Raymond,Joliet,60435,Will,1,10,10,0,0,0
662,4/8/2017,3,First Aid and CPR Certification,Alpha & Omega Church,Chicago,60624,Cook,1,12,NA,NA,NA,NA
663,4/8/2017,2,AmeriCorps Presentation,Passport to Saftey,Downers Grove,60516,Dupage,1,65,NA,NA,NA,NA
664,4/9/2017,2,Pillowcase Project,Utica Fire Department,Utica,61373,La Salle,2,22,20,NA,NA,2
665,4/9/2017,2,Pillowcase Project,Utica Fire Department,Utica,61373,La Salle,2,22,20,NA,NA,2
666,4/10/2017,1,Hands-only Citizen CPR,Lincoln Avenue School ,Dolton,60419,Cook,2,34,0,2,32,0
667,4/10/2017,1,Pillowcase Project,GiGi's Playhouse Rockford,Machesney Park,61115,Winnebago,1,15,6,6,2,1
668,4/10/2017,0.5,Scrubby Bears,GiGi's Playhouse Rockford,Machesney Park,61115,Winnebago,1,15,6,6,2,1
669,4/10/2017,1,Pillowcase Project,GiGi's Playhouse Rockford,Machesney Park,61115,Winnebago,1,15,6,6,2,1
670,4/10/2017,0.5,Scrubby Bears,GiGi's Playhouse Rockford,Machesney Park,61115,Winnebago,1,15,6,6,2,1
671,4/11/2017,1,FALP,Girl Scouts,Rockford ,61108,Winnebago,1,18,NA,NA,NA,NA
672,4/11/2017,1,Pillowcase Project,24th District Police Station,Chicago,60626,Cook,1,24,NA,NA,NA,NA
673,4/11/2017,1,Home Alone,24th District Police Station,Chicago,60626,Cook,NA,24,NA,NA,NA,NA
674,4/11/2017,1,Pillowcase Project,24th District Police Station,Chicago,60626,Cook,1,24,NA,NA,NA,NA
675,4/11/2017,1,Home Alone,24th District Police Station,Chicago,60626,Cook,NA,24,NA,NA,NA,NA
676,4/11/2017,1,First Aid and CPR for Students,Lincoln Avenue School ,Dolton,60419,Cook,2,34,0,2,32,0
677,4/11/2017,5,Hands-only Citizen CPR,Lincoln Avenue Elementary School,Chicago,60419,Cook,3,35,NA,35,NA,NA
678,4/12/2017,1,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,2,34,0,2,32,0
679,4/12/2017,1,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,2,34,0,2,32,0
680,4/12/2017,0.5,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,2,32,1,24,6,1
681,4/12/2017,0.5,Scrubby Bears,Glendside Public Library ,Glendale Heights,60139,DuPage,1,22,13,5,4,0
682,4/12/2017,0.5,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,2,32,1,24,6,1
683,4/12/2017,0.5,Scrubby Bears,Glendside Public Library ,Glendale Heights,60139,DuPage,1,22,13,5,4,0
684,4/12/2017,5,"Adult CPR, Pediatric CPR and Choking",Tattler American Legion Post,Chicago,60618,Cook,1,2,1,NA,1,NA
685,4/12/2017,2,First Aid and Infant CPR,Tattler American Legion Post,Chicago,60618,Cook,1,1,NA,1,NA,NA
686,4/12/2017,1,Pillowcase Project,Olgsby Public Library,Oglesby,61348,La Salle,1,4,4,NA,NA,NA
687,4/12/2017,1,Pillowcase Project,Olgsby Public Library,Oglesby,61348,La Salle,1,4,4,NA,NA,NA
688,4/13/2017,1,Kid Firestopper,Lutheran Day Preschool and Childcare Center,Chicago,60647,Cook,1,23,NA,NA,NA,NA
689,4/13/2017,1,Home Alone,The House of the Good Shephard,Chicago,60657,Cook,1,12,NA,NA,NA,NA
690,4/13/2017,1,Kid Firestopper,Lutheran Day Preschool and Childcare Center,Chicago,60647,Cook,1,23,NA,NA,NA,NA
691,4/13/2017,1,Home Alone,The House of the Good Shephard,Chicago,60657,Cook,1,12,NA,NA,NA,NA
692,4/13/2017,0.5,Scrubby Bears,Davis Square Park,Chicago,60609,Cook,1,20,1,11,7,1
693,4/13/2017,0.5,Kid Firestopper,Davis Square Park,Chicago,60609,Cook,1,20,1,11,7,1
694,4/13/2017,0.5,Scrubby Bears,Davis Square Park,Chicago,60609,Cook,1,20,1,11,7,1
695,4/13/2017,0.5,Kid Firestopper,Davis Square Park,Chicago,60609,Cook,1,20,1,11,7,1
696,4/13/2017,3,Be Red cross Ready,Southeast Aisa Youth Leadership ,Dekalb,60115,DeKalb,2,20,NA,NA,NA,20
697,4/14/2017,1.5,Pillowcase Project,Davis Square Park,Chicago,60609,Cook,1,22,3,7,11,1
698,4/14/2017,0.5,FALP,Batavia Park District ,Batavia,60510,Kane,1,7,7,0,0,0
699,4/14/2017,1.5,Pillowcase Project,Davis Square Park,Chicago,60609,Cook,1,22,3,7,11,1
700,4/15/2017,5,First Aid and CPR Certification,Joliet Public Library,Joliet,60432,Will,1,10,NA,NA,10,NA
701,4/17/2017,4,First Aid and CPR Certification,The Woodlawn Resource Center ,Chicago,60637,Cook,1,9,0,9,0,0
